ubigeo,departamento,provincia,distrito,cod_partido,partido,total_votos,nlista,pct_validos,pct_emitidos,candidato,date_upd,hour_upd,pct_avance
070106,CALLAO,CALLAO,VENTANILLA,00000019,RENACIMIENTO UNIDO NACIONAL,556,16,1.115,0.963,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
070106,CALLAO,CALLAO,VENTANILLA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,500,17,1.003,0.866,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
070106,CALLAO,CALLAO,VENTANILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,14022,18,28.118,24.296,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
070106,CALLAO,CALLAO,VENTANILLA,00000004,DEMOCRACIA DIRECTA,360,19,0.722,0.624,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
070106,CALLAO,CALLAO,VENTANILLA,00000002,ALIANZA PARA EL PROGRESO,2498,20,5.009,4.328,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000012,PARTIDO NACIONALISTA PERUANO,12,2,0.428,0.362,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",14,3,0.499,0.423,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000011,PARTIDO MORADO,16,4,0.571,0.483,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000017,PERU PATRIA SEGURA,12,5,0.428,0.362,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000022,VICTORIA NACIONAL,48,6,1.712,1.45,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000001,ACCION POPULAR,257,7,9.165,7.762,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,137,8,4.886,4.138,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000018,PODEMOS PERU,58,9,2.068,1.752,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000008,JUNTOS POR EL PERU,682,10,24.322,20.598,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000015,PARTIDO POPULAR CRISTIANO - PPC,16,11,0.571,0.483,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000007,FUERZA POPULAR,111,12,3.959,3.352,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000021,UNION POR EL PERU,32,14,1.141,0.966,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000020,RENOVACION POPULAR,109,15,3.887,3.292,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000019,RENACIMIENTO UNIDO NACIONAL,27,16,0.963,0.815,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000010,PARTIDO DEMOCRATICO SOMOS PERU,14,17,0.499,0.423,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1126,18,40.157,34.008,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000004,DEMOCRACIA DIRECTA,12,19,0.428,0.362,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
070107,CALLAO,CALLAO,MI PERU,00000002,ALIANZA PARA EL PROGRESO,121,20,4.315,3.654,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000012,PARTIDO NACIONALISTA PERUANO,223,2,1.128,0.964,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",132,3,0.668,0.571,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000011,PARTIDO MORADO,243,4,1.229,1.051,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000017,PERU PATRIA SEGURA,31,5,0.157,0.134,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000022,VICTORIA NACIONAL,349,6,1.766,1.509,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000001,ACCION POPULAR,2034,7,10.291,8.796,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1135,8,5.742,4.909,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000018,PODEMOS PERU,217,9,1.098,0.938,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000008,JUNTOS POR EL PERU,1781,10,9.011,7.702,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000015,PARTIDO POPULAR CRISTIANO - PPC,114,11,0.577,0.493,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000007,FUERZA POPULAR,587,12,2.97,2.539,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000021,UNION POR EL PERU,111,14,0.562,0.48,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000020,RENOVACION POPULAR,1038,15,5.252,4.489,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000019,RENACIMIENTO UNIDO NACIONAL,519,16,2.626,2.245,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,133,17,0.673,0.575,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,10500,18,53.124,45.409,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000004,DEMOCRACIA DIRECTA,91,19,0.46,0.394,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080101,CUSCO,CUSCO,CUSCO,00000002,ALIANZA PARA EL PROGRESO,527,20,2.666,2.279,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000012,PARTIDO NACIONALISTA PERUANO,61,2,6.143,4.872,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",7,3,0.705,0.559,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000011,PARTIDO MORADO,4,4,0.403,0.319,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000017,PERU PATRIA SEGURA,3,5,0.302,0.24,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000022,VICTORIA NACIONAL,4,6,0.403,0.319,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000001,ACCION POPULAR,102,7,10.272,8.147,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,16,8,1.611,1.278,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000018,PODEMOS PERU,7,9,0.705,0.559,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000008,JUNTOS POR EL PERU,52,10,5.237,4.153,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000015,PARTIDO POPULAR CRISTIANO - PPC,2,11,0.201,0.16,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000007,FUERZA POPULAR,126,12,12.689,10.064,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000021,UNION POR EL PERU,12,14,1.208,0.958,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000020,RENOVACION POPULAR,26,15,2.618,2.077,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000019,RENACIMIENTO UNIDO NACIONAL,20,16,2.014,1.597,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,12,17,1.208,0.958,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,532,18,53.575,42.492,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000004,DEMOCRACIA DIRECTA,1,19,0.101,0.08,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080102,CUSCO,CUSCO,CCORCA,00000002,ALIANZA PARA EL PROGRESO,6,20,0.604,0.479,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000012,PARTIDO NACIONALISTA PERUANO,214,2,2.884,2.021,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",52,3,0.701,0.491,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000011,PARTIDO MORADO,37,4,0.499,0.349,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000017,PERU PATRIA SEGURA,14,5,0.189,0.132,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000022,VICTORIA NACIONAL,74,6,0.997,0.699,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000001,ACCION POPULAR,859,7,11.575,8.111,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,258,8,3.477,2.436,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000018,PODEMOS PERU,83,9,1.118,0.784,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000008,JUNTOS POR EL PERU,337,10,4.541,3.182,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000015,PARTIDO POPULAR CRISTIANO - PPC,16,11,0.216,0.151,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000007,FUERZA POPULAR,354,12,4.77,3.343,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000021,UNION POR EL PERU,119,14,1.604,1.124,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000020,RENOVACION POPULAR,141,15,1.9,1.331,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000019,RENACIMIENTO UNIDO NACIONAL,199,16,2.682,1.879,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000010,PARTIDO DEMOCRATICO SOMOS PERU,79,17,1.065,0.746,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,4517,18,60.868,42.653,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000004,DEMOCRACIA DIRECTA,16,19,0.216,0.151,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080103,CUSCO,CUSCO,POROY,00000002,ALIANZA PARA EL PROGRESO,52,20,0.701,0.491,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000012,PARTIDO NACIONALISTA PERUANO,16,2,5.298,3.426,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,3,0.662,0.428,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000011,PARTIDO MORADO,1,4,0.331,0.214,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000017,PERU PATRIA SEGURA,0,5,0,0,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000022,VICTORIA NACIONAL,12,6,3.974,2.57,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000001,ACCION POPULAR,57,7,18.874,12.206,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,11,8,3.642,2.355,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000018,PODEMOS PERU,1,9,0.331,0.214,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000008,JUNTOS POR EL PERU,47,10,15.563,10.064,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000015,PARTIDO POPULAR CRISTIANO - PPC,1,11,0.331,0.214,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000007,FUERZA POPULAR,10,12,3.311,2.141,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000021,UNION POR EL PERU,5,14,1.656,1.071,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000020,RENOVACION POPULAR,6,15,1.987,1.285,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000019,RENACIMIENTO UNIDO NACIONAL,11,16,3.642,2.355,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,2,17,0.662,0.428,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,114,18,37.748,24.411,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000004,DEMOCRACIA DIRECTA,2,19,0.662,0.428,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080104,CUSCO,CUSCO,SAN JERONIMO,00000002,ALIANZA PARA EL PROGRESO,4,20,1.325,0.857,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000012,PARTIDO NACIONALISTA PERUANO,33,2,4.564,3.284,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",5,3,0.692,0.498,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000011,PARTIDO MORADO,6,4,0.83,0.597,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000017,PERU PATRIA SEGURA,5,5,0.692,0.498,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000022,VICTORIA NACIONAL,10,6,1.383,0.995,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000001,ACCION POPULAR,89,7,12.31,8.856,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,17,8,2.351,1.692,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000018,PODEMOS PERU,5,9,0.692,0.498,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000008,JUNTOS POR EL PERU,61,10,8.437,6.07,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000015,PARTIDO POPULAR CRISTIANO - PPC,4,11,0.553,0.398,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000007,FUERZA POPULAR,67,12,9.267,6.667,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000021,UNION POR EL PERU,13,14,1.798,1.294,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000020,RENOVACION POPULAR,28,15,3.873,2.786,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000019,RENACIMIENTO UNIDO NACIONAL,29,16,4.011,2.886,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000010,PARTIDO DEMOCRATICO SOMOS PERU,4,17,0.553,0.398,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,333,18,46.058,33.134,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000004,DEMOCRACIA DIRECTA,4,19,0.553,0.398,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080105,CUSCO,CUSCO,SAN SEBASTIAN,00000002,ALIANZA PARA EL PROGRESO,10,20,1.383,0.995,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000012,PARTIDO NACIONALISTA PERUANO,14,2,1.667,1.15,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",14,3,1.667,1.15,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000011,PARTIDO MORADO,5,4,0.595,0.411,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000017,PERU PATRIA SEGURA,2,5,0.238,0.164,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000022,VICTORIA NACIONAL,6,6,0.714,0.493,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000001,ACCION POPULAR,87,7,10.357,7.149,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,29,8,3.452,2.383,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000018,PODEMOS PERU,21,9,2.5,1.726,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000008,JUNTOS POR EL PERU,35,10,4.167,2.876,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000015,PARTIDO POPULAR CRISTIANO - PPC,1,11,0.119,0.082,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000007,FUERZA POPULAR,56,12,6.667,4.601,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000021,UNION POR EL PERU,8,14,0.952,0.657,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000020,RENOVACION POPULAR,16,15,1.905,1.315,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000019,RENACIMIENTO UNIDO NACIONAL,11,16,1.31,0.904,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000010,PARTIDO DEMOCRATICO SOMOS PERU,6,17,0.714,0.493,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,519,18,61.786,42.646,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000004,DEMOCRACIA DIRECTA,2,19,0.238,0.164,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
080106,CUSCO,CUSCO,SANTIAGO,00000002,ALIANZA PARA EL PROGRESO,8,20,0.952,0.657,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000012,PARTIDO NACIONALISTA PERUANO,12,2,4.301,3.093,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,3,0.717,0.515,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000011,PARTIDO MORADO,5,4,1.792,1.289,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000017,PERU PATRIA SEGURA,2,5,0.717,0.515,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000022,VICTORIA NACIONAL,4,6,1.434,1.031,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000001,ACCION POPULAR,38,7,13.62,9.794,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,12,8,4.301,3.093,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000018,PODEMOS PERU,2,9,0.717,0.515,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000008,JUNTOS POR EL PERU,30,10,10.753,7.732,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000015,PARTIDO POPULAR CRISTIANO - PPC,1,11,0.358,0.258,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000007,FUERZA POPULAR,17,12,6.093,4.381,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000021,UNION POR EL PERU,1,14,0.358,0.258,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000020,RENOVACION POPULAR,6,15,2.151,1.546,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000019,RENACIMIENTO UNIDO NACIONAL,14,16,5.018,3.608,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
080108,CUSCO,CUSCO,WANCHAQ,00000010,PARTIDO DEMOCRATICO SOMOS PERU,13,17,4.659,3.351,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
