ubigeo,departamento,provincia,distrito,cod_partido,partido,total_votos,nlista,pct_validos,pct_emitidos,candidato,date_upd,hour_upd,pct_avance
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000015,PARTIDO POPULAR CRISTIANO - PPC,0,11,0,0,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000007,FUERZA POPULAR,5,12,3.906,2.924,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000021,UNION POR EL PERU,1,14,0.781,0.585,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000020,RENOVACION POPULAR,1,15,0.781,0.585,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000019,RENACIMIENTO UNIDO NACIONAL,2,16,1.562,1.17,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000010,PARTIDO DEMOCRATICO SOMOS PERU,1,17,0.781,0.585,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,67,18,52.344,39.181,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000004,DEMOCRACIA DIRECTA,1,19,0.781,0.585,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030609,APURIMAC,CHINCHEROS,ROCCHACC,00000002,ALIANZA PARA EL PROGRESO,1,20,0.781,0.585,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000012,PARTIDO NACIONALISTA PERUANO,11,2,4,3.014,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,3,0.364,0.274,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000011,PARTIDO MORADO,1,4,0.364,0.274,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000017,PERU PATRIA SEGURA,1,5,0.364,0.274,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000022,VICTORIA NACIONAL,1,6,0.364,0.274,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000001,ACCION POPULAR,47,7,17.091,12.877,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2,8,0.727,0.548,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000018,PODEMOS PERU,2,9,0.727,0.548,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000008,JUNTOS POR EL PERU,36,10,13.091,9.863,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000015,PARTIDO POPULAR CRISTIANO - PPC,0,11,0,0,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000007,FUERZA POPULAR,12,12,4.364,3.288,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000021,UNION POR EL PERU,3,14,1.091,0.822,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000020,RENOVACION POPULAR,3,15,1.091,0.822,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000019,RENACIMIENTO UNIDO NACIONAL,1,16,0.364,0.274,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000010,PARTIDO DEMOCRATICO SOMOS PERU,2,17,0.727,0.548,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,151,18,54.909,41.37,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000004,DEMOCRACIA DIRECTA,0,19,0,0,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030610,APURIMAC,CHINCHEROS,EL PORVENIR,00000002,ALIANZA PARA EL PROGRESO,1,20,0.364,0.274,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000012,PARTIDO NACIONALISTA PERUANO,20,2,3.891,3.263,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,3,0.389,0.326,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000011,PARTIDO MORADO,2,4,0.389,0.326,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000017,PERU PATRIA SEGURA,1,5,0.195,0.163,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000022,VICTORIA NACIONAL,4,6,0.778,0.653,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000001,ACCION POPULAR,60,7,11.673,9.788,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,14,8,2.724,2.284,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000018,PODEMOS PERU,6,9,1.167,0.979,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000008,JUNTOS POR EL PERU,80,10,15.564,13.051,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000015,PARTIDO POPULAR CRISTIANO - PPC,1,11,0.195,0.163,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000007,FUERZA POPULAR,22,12,4.28,3.589,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000021,UNION POR EL PERU,3,14,0.584,0.489,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000020,RENOVACION POPULAR,16,15,3.113,2.61,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000019,RENACIMIENTO UNIDO NACIONAL,2,16,0.389,0.326,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000010,PARTIDO DEMOCRATICO SOMOS PERU,3,17,0.584,0.489,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,274,18,53.307,44.698,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000004,DEMOCRACIA DIRECTA,0,19,0,0,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,00000002,ALIANZA PARA EL PROGRESO,4,20,0.778,0.653,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000012,PARTIDO NACIONALISTA PERUANO,43,2,2.069,1.58,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",19,3,0.914,0.698,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000011,PARTIDO MORADO,47,4,2.262,1.727,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000017,PERU PATRIA SEGURA,5,5,0.241,0.184,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000022,VICTORIA NACIONAL,35,6,1.684,1.286,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000001,ACCION POPULAR,312,7,15.014,11.466,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,74,8,3.561,2.72,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000018,PODEMOS PERU,18,9,0.866,0.662,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000008,JUNTOS POR EL PERU,99,10,4.764,3.638,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000015,PARTIDO POPULAR CRISTIANO - PPC,2,11,0.096,0.074,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000007,FUERZA POPULAR,80,12,3.85,2.94,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000021,UNION POR EL PERU,23,14,1.107,0.845,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000020,RENOVACION POPULAR,80,15,3.85,2.94,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000019,RENACIMIENTO UNIDO NACIONAL,13,16,0.626,0.478,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,12,17,0.577,0.441,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1191,18,57.315,43.771,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000004,DEMOCRACIA DIRECTA,4,19,0.192,0.147,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,00000002,ALIANZA PARA EL PROGRESO,21,20,1.011,0.772,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000012,PARTIDO NACIONALISTA PERUANO,110,2,11.97,8.73,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,3,0.435,0.317,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000011,PARTIDO MORADO,5,4,0.544,0.397,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000017,PERU PATRIA SEGURA,4,5,0.435,0.317,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000022,VICTORIA NACIONAL,8,6,0.871,0.635,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000001,ACCION POPULAR,50,7,5.441,3.968,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,30,8,3.264,2.381,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000018,PODEMOS PERU,12,9,1.306,0.952,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000008,JUNTOS POR EL PERU,73,10,7.943,5.794,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000015,PARTIDO POPULAR CRISTIANO - PPC,0,11,0,0,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000007,FUERZA POPULAR,75,12,8.161,5.952,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000021,UNION POR EL PERU,13,14,1.415,1.032,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000020,RENOVACION POPULAR,16,15,1.741,1.27,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000019,RENACIMIENTO UNIDO NACIONAL,6,16,0.653,0.476,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000010,PARTIDO DEMOCRATICO SOMOS PERU,2,17,0.218,0.159,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,492,18,53.536,39.048,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000004,DEMOCRACIA DIRECTA,1,19,0.109,0.079,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030702,APURIMAC,GRAU,CURPAHUASI,00000002,ALIANZA PARA EL PROGRESO,18,20,1.959,1.429,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000012,PARTIDO NACIONALISTA PERUANO,243,2,9.62,7.247,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",14,3,0.554,0.418,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000011,PARTIDO MORADO,18,4,0.713,0.537,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000017,PERU PATRIA SEGURA,5,5,0.198,0.149,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000022,VICTORIA NACIONAL,20,6,0.792,0.596,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000001,ACCION POPULAR,157,7,6.215,4.682,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,46,8,1.821,1.372,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000018,PODEMOS PERU,25,9,0.99,0.746,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000008,JUNTOS POR EL PERU,117,10,4.632,3.489,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000015,PARTIDO POPULAR CRISTIANO - PPC,5,11,0.198,0.149,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000007,FUERZA POPULAR,320,12,12.668,9.544,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000021,UNION POR EL PERU,37,14,1.465,1.103,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000020,RENOVACION POPULAR,60,15,2.375,1.789,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000019,RENACIMIENTO UNIDO NACIONAL,42,16,1.663,1.253,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,17,17,0.673,0.507,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,1366,18,54.078,40.74,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000004,DEMOCRACIA DIRECTA,8,19,0.317,0.239,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030703,APURIMAC,GRAU,MARISCAL GAMARRA,00000002,ALIANZA PARA EL PROGRESO,26,20,1.029,0.775,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000012,PARTIDO NACIONALISTA PERUANO,20,2,2.481,1.921,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",21,3,2.605,2.017,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000011,PARTIDO MORADO,5,4,0.62,0.48,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000017,PERU PATRIA SEGURA,3,5,0.372,0.288,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000022,VICTORIA NACIONAL,10,6,1.241,0.961,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000001,ACCION POPULAR,103,7,12.779,9.894,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,20,8,2.481,1.921,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000018,PODEMOS PERU,11,9,1.365,1.057,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000008,JUNTOS POR EL PERU,77,10,9.553,7.397,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000015,PARTIDO POPULAR CRISTIANO - PPC,2,11,0.248,0.192,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000007,FUERZA POPULAR,61,12,7.568,5.86,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000021,UNION POR EL PERU,6,14,0.744,0.576,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000020,RENOVACION POPULAR,23,15,2.854,2.209,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000019,RENACIMIENTO UNIDO NACIONAL,14,16,1.737,1.345,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000010,PARTIDO DEMOCRATICO SOMOS PERU,7,17,0.868,0.672,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,409,18,50.744,39.289,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000004,DEMOCRACIA DIRECTA,2,19,0.248,0.192,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030704,APURIMAC,GRAU,HUAILLATI,00000002,ALIANZA PARA EL PROGRESO,12,20,1.489,1.153,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000012,PARTIDO NACIONALISTA PERUANO,74,2,1.562,1.288,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",14,3,0.296,0.244,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000011,PARTIDO MORADO,25,4,0.528,0.435,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000017,PERU PATRIA SEGURA,13,5,0.274,0.226,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000022,VICTORIA NACIONAL,69,6,1.457,1.201,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000001,ACCION POPULAR,267,7,5.636,4.647,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000003,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,135,8,2.85,2.349,HERNANDO DE SOTO POLAR,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000018,PODEMOS PERU,60,9,1.267,1.044,DANIEL BELIZARIO URRESTI ELERA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000008,JUNTOS POR EL PERU,212,10,4.475,3.69,VERONIKA FANNY MENDOZA FRISCH,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000015,PARTIDO POPULAR CRISTIANO - PPC,9,11,0.19,0.157,ALBERTO ISMAEL BEINGOLEA DELGADO,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000007,FUERZA POPULAR,236,12,4.982,4.107,KEIKO SOFIA FUJIMORI HIGUCHI,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000021,UNION POR EL PERU,53,14,1.119,0.922,JOSE ALEJANDRO VEGA ANTONIO,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000020,RENOVACION POPULAR,195,15,4.117,3.394,RAFAEL BERNARDO LOPEZ ALIAGA CAZORLA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000019,RENACIMIENTO UNIDO NACIONAL,46,16,0.971,0.801,CIRO ALFREDO GALVEZ HERRERA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000010,PARTIDO DEMOCRATICO SOMOS PERU,8,17,0.169,0.139,DANIEL ENRIQUE SALAVERRY VILLA,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000014,PARTIDO POLITICO NACIONAL PERU LIBRE,3257,18,68.757,56.683,JOSE PEDRO CASTILLO TERRONES,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000004,DEMOCRACIA DIRECTA,14,19,0.296,0.244,ANDRES AVELINO ALCANTARA PAREDES,2021-04-13,12:16,91.0945
030705,APURIMAC,GRAU,MAMARA,00000002,ALIANZA PARA EL PROGRESO,50,20,1.056,0.87,CESAR ACUÑA PERALTA,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000012,PARTIDO NACIONALISTA PERUANO,268,2,10.068,7.885,OLLANTA MOISES HUMALA TASSO,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000005,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",27,3,1.014,0.794,MARCO ANTONIO ARANA ZEGARRA,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000011,PARTIDO MORADO,12,4,0.451,0.353,JULIO ARMANDO GUZMAN CACERES,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000017,PERU PATRIA SEGURA,4,5,0.15,0.118,RAFAEL GASTON TADEO MILAGROS SANTOS NORMAND,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000022,VICTORIA NACIONAL,28,6,1.052,0.824,GEORGE PATRICK FORSYTH SOMMER,2021-04-13,12:16,91.0945
030706,APURIMAC,GRAU,MICAELA BASTIDAS,00000001,ACCION POPULAR,148,7,5.56,4.354,YONHY LESCANO ANCIETA,2021-04-13,12:16,91.0945
